"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!White alone"," !!Total:!!Black or African American alone"," !!Total:!!American Indian and Alaska Native alone"," !!Total:!!Asian alone"," !!Total:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Some Other Race alone"," !!Total:!!Two or More Races",
"1000000US060750166012000","Block 2000, Block Group 2, Census Tract 166.01, San Francisco County, California","167","89","12","0","35","0","9","22",
"1000000US060750166012001","Block 2001, Block Group 2, Census Tract 166.01, San Francisco County, California","249","149","10","1","40","0","5","44",
"1000000US060750166012002","Block 2002, Block Group 2, Census Tract 166.01, San Francisco County, California","219","147","16","0","14","0","11","31",
"1000000US060750166012003","Block 2003, Block Group 2, Census Tract 166.01, San Francisco County, California","207","141","3","0","17","0","15","31",
"1000000US060750166012004","Block 2004, Block Group 2, Census Tract 166.01, San Francisco County, California","220","158","8","0","27","0","5","22",
"1000000US060750166012005","Block 2005, Block Group 2, Census Tract 166.01, San Francisco County, California","129","91","1","2","7","0","11","17",
"1000000US060750166012006","Block 2006, Block Group 2, Census Tract 166.01, San Francisco County, California","53","34","3","0","4","0","4","8",
"1000000US060750166012007","Block 2007, Block Group 2, Census Tract 166.01, San Francisco County, California","252","188","6","0","35","0","9","14",
"1000000US060750166021000","Block 1000, Block Group 1, Census Tract 166.02, San Francisco County, California","303","207","7","0","40","0","15","34",
"1000000US060750166021001","Block 1001, Block Group 1, Census Tract 166.02, San Francisco County, California","385","255","15","1","48","0","9","57",
"1000000US060750166021002","Block 1002, Block Group 1, Census Tract 166.02, San Francisco County, California","254","172","3","5","39","2","15","18",
"1000000US060750166021003","Block 1003, Block Group 1, Census Tract 166.02, San Francisco County, California","165","110","3","0","16","3","14","19",
"1000000US060750166021004","Block 1004, Block Group 1, Census Tract 166.02, San Francisco County, California","279","201","6","2","29","0","11","30",
"1000000US060750166021005","Block 1005, Block Group 1, Census Tract 166.02, San Francisco County, California","278","193","13","0","16","0","10","46",
"1000000US060750166021006","Block 1006, Block Group 1, Census Tract 166.02, San Francisco County, California","92","63","0","0","7","1","4","17",
"1000000US060750166021007","Block 1007, Block Group 1, Census Tract 166.02, San Francisco County, California","190","123","9","2","29","0","8","19",
"1000000US060750166021008","Block 1008, Block Group 1, Census Tract 166.02, San Francisco County, California","199","129","6","0","26","0","7","31",
"1000000US060750166021009","Block 1009, Block Group 1, Census Tract 166.02, San Francisco County, California","205","132","2","8","38","0","4","21",
"1000000US060750167001000","Block 1000, Block Group 1, Census Tract 167, San Francisco County, California","339","241","8","0","33","0","15","42",
"1000000US060750167001001","Block 1001, Block Group 1, Census Tract 167, San Francisco County, California","212","166","8","0","20","0","6","12",
"1000000US060750167001002","Block 1002, Block Group 1, Census Tract 167, San Francisco County, California","231","156","19","0","31","0","0","25",
"1000000US060750167001003","Block 1003, Block Group 1, Census Tract 167, San Francisco County, California","271","180","17","1","37","0","20","16",
"1000000US060750167001004","Block 1004, Block Group 1, Census Tract 167, San Francisco County, California","331","244","0","2","45","1","7","32",
"1000000US060750167001005","Block 1005, Block Group 1, Census Tract 167, San Francisco County, California","290","195","18","0","29","0","12","36",
"1000000US060750167002000","Block 2000, Block Group 2, Census Tract 167, San Francisco County, California","394","266","10","1","61","0","10","46",
"1000000US060750167002001","Block 2001, Block Group 2, Census Tract 167, San Francisco County, California","159","109","8","0","17","1","3","21",
"1000000US060750167002002","Block 2002, Block Group 2, Census Tract 167, San Francisco County, California","86","58","0","0","15","0","2","11",
"1000000US060750167002003","Block 2003, Block Group 2, Census Tract 167, San Francisco County, California","46","25","1","2","0","0","2","16",
"1000000US060750167003000","Block 3000, Block Group 3, Census Tract 167, San Francisco County, California","204","147","4","0","33","0","3","17",
"1000000US060750167003001","Block 3001, Block Group 3, Census Tract 167, San Francisco County, California","238","177","9","1","26","1","5","19",
"1000000US060750167003002","Block 3002, Block Group 3, Census Tract 167, San Francisco County, California","203","165","10","0","21","0","3","4",
"1000000US060750167003003","Block 3003, Block Group 3, Census Tract 167, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750167003004","Block 3004, Block Group 3, Census Tract 167, San Francisco County, California","160","94","8","1","25","0","11","21",
"1000000US060750167003005","Block 3005, Block Group 3, Census Tract 167, San Francisco County, California","170","121","0","0","21","0","0","28",
"1000000US060750167004000","Block 4000, Block Group 4, Census Tract 167, San Francisco County, California","192","129","7","0","28","0","12","16",
"1000000US060750167004001","Block 4001, Block Group 4, Census Tract 167, San Francisco County, California","209","117","7","0","29","0","8","48",
"1000000US060750167004002","Block 4002, Block Group 4, Census Tract 167, San Francisco County, California","263","187","5","0","32","0","19","20",
"1000000US060750167004003","Block 4003, Block Group 4, Census Tract 167, San Francisco County, California","252","148","30","0","25","1","15","33",
"1000000US060750167004004","Block 4004, Block Group 4, Census Tract 167, San Francisco County, California","340","221","9","3","48","0","12","47",
"1000000US060750167004005","Block 4005, Block Group 4, Census Tract 167, San Francisco County, California","245","154","12","6","28","0","9","36",
"1000000US060750168011000","Block 1000, Block Group 1, Census Tract 168.01, San Francisco County, California","347","225","21","1","53","2","12","33",
"1000000US060750168011001","Block 1001, Block Group 1, Census Tract 168.01, San Francisco County, California","310","194","15","1","37","0","12","51",
"1000000US060750168011002","Block 1002, Block Group 1, Census Tract 168.01, San Francisco County, California","257","141","15","1","68","0","11","21",
"1000000US060750168011003","Block 1003, Block Group 1, Census Tract 168.01, San Francisco County, California","293","132","25","11","23","0","76","26",
"1000000US060750168011004","Block 1004, Block Group 1, Census Tract 168.01, San Francisco County, California","127","97","0","1","16","0","1","12",
"1000000US060750168011005","Block 1005, Block Group 1, Census Tract 168.01, San Francisco County, California","145","97","5","0","27","0","4","12",
"1000000US060750168012000","Block 2000, Block Group 2, Census Tract 168.01, San Francisco County, California","143","105","6","0","22","4","1","5",
"1000000US060750168012001","Block 2001, Block Group 2, Census Tract 168.01, San Francisco County, California","99","70","3","0","18","0","4","4",
"1000000US060750168012002","Block 2002, Block Group 2, Census Tract 168.01, San Francisco County, California","124","78","5","0","21","0","6","14",
"1000000US060750168012003","Block 2003, Block Group 2, Census Tract 168.01, San Francisco County, California","151","96","12","0","21","0","1","21",
"1000000US060750168012004","Block 2004, Block Group 2, Census Tract 168.01, San Francisco County, California","155","102","10","0","26","1","2","14",
"1000000US060750168012005","Block 2005, Block Group 2, Census Tract 168.01, San Francisco County, California","263","80","56","1","62","6","29","29",
"1000000US060750168012006","Block 2006, Block Group 2, Census Tract 168.01, San Francisco County, California","236","152","17","0","24","0","14","29",
"1000000US060750168013000","Block 3000, Block Group 3, Census Tract 168.01, San Francisco County, California","736","357","65","10","177","6","48","73",
"1000000US060750168013001","Block 3001, Block Group 3, Census Tract 168.01, San Francisco County, California","163","79","27","0","21","0","12","24",
"1000000US060750168013002","Block 3002, Block Group 3, Census Tract 168.01, San Francisco County, California","392","247","9","0","94","0","3","39",
"1000000US060750168013003","Block 3003, Block Group 3, Census Tract 168.01, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750168013004","Block 3004, Block Group 3, Census Tract 168.01, San Francisco County, California","190","120","8","1","39","0","2","20",
"1000000US060750168013005","Block 3005, Block Group 3, Census Tract 168.01, San Francisco County, California","88","60","7","0","8","0","3","10",
"1000000US060750168013006","Block 3006, Block Group 3, Census Tract 168.01, San Francisco County, California","25","4","0","1","3","0","1","16",
"1000000US060750168013007","Block 3007, Block Group 3, Census Tract 168.01, San Francisco County, California","38","23","0","0","1","0","0","14",
"1000000US060750168021000","Block 1000, Block Group 1, Census Tract 168.02, San Francisco County, California","150","58","19","10","24","0","20","19",
"1000000US060750168021001","Block 1001, Block Group 1, Census Tract 168.02, San Francisco County, California","67","32","6","0","6","0","8","15",
"1000000US060750168021002","Block 1002, Block Group 1, Census Tract 168.02, San Francisco County, California","120","58","12","3","24","0","0","23",
"1000000US060750168021003","Block 1003, Block Group 1, Census Tract 168.02, San Francisco County, California","163","93","9","0","32","0","13","16",
"1000000US060750168021004","Block 1004, Block Group 1, Census Tract 168.02, San Francisco County, California","337","151","14","0","135","4","8","25",
"1000000US060750168021005","Block 1005, Block Group 1, Census Tract 168.02, San Francisco County, California","108","53","4","1","28","0","6","16",
"1000000US060750168021006","Block 1006, Block Group 1, Census Tract 168.02, San Francisco County, California","155","94","1","0","36","0","7","17",
"1000000US060750168021007","Block 1007, Block Group 1, Census Tract 168.02, San Francisco County, California","125","51","7","1","7","0","26","33",
"1000000US060750168021008","Block 1008, Block Group 1, Census Tract 168.02, San Francisco County, California","62","35","2","0","9","0","2","14",
"1000000US060750168021009","Block 1009, Block Group 1, Census Tract 168.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750168021010","Block 1010, Block Group 1, Census Tract 168.02, San Francisco County, California","70","38","0","0","20","0","2","10",
"1000000US060750168021011","Block 1011, Block Group 1, Census Tract 168.02, San Francisco County, California","86","33","1","1","32","3","5","11",
"1000000US060750168022000","Block 2000, Block Group 2, Census Tract 168.02, San Francisco County, California","130","100","0","0","18","1","0","11",
"1000000US060750168022001","Block 2001, Block Group 2, Census Tract 168.02, San Francisco County, California","218","133","20","4","16","0","7","38",
"1000000US060750168022002","Block 2002, Block Group 2, Census Tract 168.02, San Francisco County, California","327","181","32","0","59","1","9","45",
"1000000US060750168022003","Block 2003, Block Group 2, Census Tract 168.02, San Francisco County, California","226","26","103","7","40","0","26","24",
"1000000US060750168022004","Block 2004, Block Group 2, Census Tract 168.02, San Francisco County, California","297","174","35","1","39","1","24","23",
"1000000US060750168022005","Block 2005, Block Group 2, Census Tract 168.02, San Francisco County, California","145","90","5","1","12","1","1","35",
"1000000US060750168022006","Block 2006, Block Group 2, Census Tract 168.02, San Francisco County, California","82","14","18","2","13","0","21","14",
"1000000US060750168023000","Block 3000, Block Group 3, Census Tract 168.02, San Francisco County, California","128","76","5","1","26","0","11","9",
"1000000US060750168023001","Block 3001, Block Group 3, Census Tract 168.02, San Francisco County, California","124","58","6","0","12","0","41","7",
"1000000US060750168023002","Block 3002, Block Group 3, Census Tract 168.02, San Francisco County, California","157","108","3","2","19","0","6","19",
"1000000US060750168023003","Block 3003, Block Group 3, Census Tract 168.02, San Francisco County, California","296","169","15","4","60","1","14","33",
"1000000US060750168023004","Block 3004, Block Group 3, Census Tract 168.02, San Francisco County, California","355","218","16","4","73","2","15","27",
"1000000US060750169001000","Block 1000, Block Group 1, Census Tract 169, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750169001001","Block 1001, Block Group 1, Census Tract 169, San Francisco County, California","203","146","7","0","15","0","11","24",
"1000000US060750169001002","Block 1002, Block Group 1, Census Tract 169, San Francisco County, California","302","193","5","0","43","0","2","59",
"1000000US060750169001003","Block 1003, Block Group 1, Census Tract 169, San Francisco County, California","192","123","8","3","26","2","2","28",
"1000000US060750169001004","Block 1004, Block Group 1, Census Tract 169, San Francisco County, California","185","114","7","0","25","0","12","27",
"1000000US060750169001005","Block 1005, Block Group 1, Census Tract 169, San Francisco County, California","192","141","1","1","21","0","12","16",
"1000000US060750169001006","Block 1006, Block Group 1, Census Tract 169, San Francisco County, California","175","106","6","1","25","0","12","25",
"1000000US060750169002000","Block 2000, Block Group 2, Census Tract 169, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750169002001","Block 2001, Block Group 2, Census Tract 169, San Francisco County, California","181","105","7","1","29","0","3","36",
"1000000US060750169002002","Block 2002, Block Group 2, Census Tract 169, San Francisco County, California","327","200","32","2","52","0","17","24",
"1000000US060750169002003","Block 2003, Block Group 2, Census Tract 169, San Francisco County, California","426","263","13","0","75","0","34","41",
"1000000US060750169002004","Block 2004, Block Group 2, Census Tract 169, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750169003000","Block 3000, Block Group 3, Census Tract 169, San Francisco County, California","399","271","12","3","54","0","8","51",
"1000000US060750169003001","Block 3001, Block Group 3, Census Tract 169, San Francisco County, California","296","229","0","1","45","0","3","18",
"1000000US060750169003002","Block 3002, Block Group 3, Census Tract 169, San Francisco County, California","264","203","5","0","23","0","8","25",
"1000000US060750169003003","Block 3003, Block Group 3, Census Tract 169, San Francisco County, California","283","178","8","4","47","0","6","40",
"1000000US060750170001000","Block 1000, Block Group 1, Census Tract 170, San Francisco County, California","150","118","4","0","16","0","1","11",
"1000000US060750170001001","Block 1001, Block Group 1, Census Tract 170, San Francisco County, California","192","138","5","0","24","0","4","21",
"1000000US060750170001002","Block 1002, Block Group 1, Census Tract 170, San Francisco County, California","164","126","0","1","12","0","6","19",
"1000000US060750170001003","Block 1003, Block Group 1, Census Tract 170, San Francisco County, California","117","80","0","0","16","0","5","16",
"1000000US060750170001004","Block 1004, Block Group 1, Census Tract 170, San Francisco County, California","25","19","0","0","1","0","0","5",
"1000000US060750170001005","Block 1005, Block Group 1, Census Tract 170, San Francisco County, California","248","185","3","2","30","0","4","24",
"1000000US060750170001006","Block 1006, Block Group 1, Census Tract 170, San Francisco County, California","47","17","2","0","13","0","5","10",
"1000000US060750170001007","Block 1007, Block Group 1, Census Tract 170, San Francisco County, California","30","11","0","1","6","0","3","9",
"1000000US060750170002000","Block 2000, Block Group 2, Census Tract 170, San Francisco County, California","30","16","0","1","6","0","0","7",
"1000000US060750170002001","Block 2001, Block Group 2, Census Tract 170, San Francisco County, California","82","65","0","0","11","0","3","3",
"1000000US060750170002002","Block 2002, Block Group 2, Census Tract 170, San Francisco County, California","122","96","11","0","3","0","2","10",
"1000000US060750170002003","Block 2003, Block Group 2, Census Tract 170, San Francisco County, California","107","63","2","0","18","0","1","23",
"1000000US060750170002004","Block 2004, Block Group 2, Census Tract 170, San Francisco County, California","98","74","1","1","6","0","0","16",
"1000000US060750170002005","Block 2005, Block Group 2, Census Tract 170, San Francisco County, California","153","106","0","0","18","2","2","25",
"1000000US060750170002006","Block 2006, Block Group 2, Census Tract 170, San Francisco County, California","66","48","3","0","2","1","7","5",
"1000000US060750170002007","Block 2007, Block Group 2, Census Tract 170, San Francisco County, California","177","118","3","3","24","0","11","18",
"1000000US060750170003000","Block 3000, Block Group 3, Census Tract 170, San Francisco County, California","780","569","6","4","100","0","29","72",
"1000000US060750170003001","Block 3001, Block Group 3, Census Tract 170, San Francisco County, California","179","136","5","1","22","1","0","14",
"1000000US060750170003002","Block 3002, Block Group 3, Census Tract 170, San Francisco County, California","129","95","0","0","21","0","0","13",
"1000000US060750170003003","Block 3003, Block Group 3, Census Tract 170, San Francisco County, California","15","1","4","0","2","0","0","8",
"1000000US060750170003004","Block 3004, Block Group 3, Census Tract 170, San Francisco County, California","90","63","1","0","15","0","4","7",
"1000000US060750170004000","Block 4000, Block Group 4, Census Tract 170, San Francisco County, California","363","267","13","2","40","0","5","36",
"1000000US060750170004001","Block 4001, Block Group 4, Census Tract 170, San Francisco County, California","133","97","7","1","14","0","3","11",
"1000000US060750170004002","Block 4002, Block Group 4, Census Tract 170, San Francisco County, California","106","87","0","0","8","1","2","8",
"1000000US060750170004003","Block 4003, Block Group 4, Census Tract 170, San Francisco County, California","14","2","0","0","0","0","3","9",
"1000000US060750170004004","Block 4004, Block Group 4, Census Tract 170, San Francisco County, California","35","28","0","0","0","0","1","6",
"1000000US060750170004005","Block 4005, Block Group 4, Census Tract 170, San Francisco County, California","43","22","0","0","10","0","0","11",
"1000000US060750170004006","Block 4006, Block Group 4, Census Tract 170, San Francisco County, California","117","77","3","0","23","0","0","14",
"1000000US060750170004007","Block 4007, Block Group 4, Census Tract 170, San Francisco County, California","143","115","0","0","14","1","0","13",
"1000000US060750170004008","Block 4008, Block Group 4, Census Tract 170, San Francisco County, California","28","13","1","0","8","0","0","6",
"1000000US060750170004009","Block 4009, Block Group 4, Census Tract 170, San Francisco County, California","105","72","1","1","20","0","2","9",
"1000000US060750171011000","Block 1000, Block Group 1, Census Tract 171.01, San Francisco County, California","64","43","3","0","11","0","0","7",
"1000000US060750171011001","Block 1001, Block Group 1, Census Tract 171.01, San Francisco County, California","152","109","2","0","7","0","0","34",
"1000000US060750171011002","Block 1002, Block Group 1, Census Tract 171.01, San Francisco County, California","197","157","2","0","17","0","2","19",
"1000000US060750171011003","Block 1003, Block Group 1, Census Tract 171.01, San Francisco County, California","398","277","11","0","47","0","4","59",
"1000000US060750171011004","Block 1004, Block Group 1, Census Tract 171.01, San Francisco County, California","366","289","9","0","30","0","14","24",
"1000000US060750171011005","Block 1005, Block Group 1, Census Tract 171.01, San Francisco County, California","190","136","1","0","16","0","8","29",
"1000000US060750171012000","Block 2000, Block Group 2, Census Tract 171.01, San Francisco County, California","90","67","0","2","7","0","5","9",
"1000000US060750171012001","Block 2001, Block Group 2, Census Tract 171.01, San Francisco County, California","158","127","4","2","14","0","0","11",
"1000000US060750171012002","Block 2002, Block Group 2, Census Tract 171.01, San Francisco County, California","377","287","8","2","37","0","3","40",
"1000000US060750171012003","Block 2003, Block Group 2, Census Tract 171.01, San Francisco County, California","49","31","0","0","2","0","0","16",
"1000000US060750171012004","Block 2004, Block Group 2, Census Tract 171.01, San Francisco County, California","236","194","0","0","23","0","11","8",
"1000000US060750171012005","Block 2005, Block Group 2, Census Tract 171.01, San Francisco County, California","110","79","2","0","9","0","3","17",
"1000000US060750171012006","Block 2006, Block Group 2, Census Tract 171.01, San Francisco County, California","150","108","1","0","22","1","5","13",
"1000000US060750171013000","Block 3000, Block Group 3, Census Tract 171.01, San Francisco County, California","51","12","12","1","4","0","11","11",
"1000000US060750171013001","Block 3001, Block Group 3, Census Tract 171.01, San Francisco County, California","255","199","7","1","29","0","3","16",
"1000000US060750171013002","Block 3002, Block Group 3, Census Tract 171.01, San Francisco County, California","261","182","11","0","24","0","7","37",
"1000000US060750171013003","Block 3003, Block Group 3, Census Tract 171.01, San Francisco County, California","260","192","5","2","25","0","10","26",
"1000000US060750171013004","Block 3004, Block Group 3, Census Tract 171.01, San Francisco County, California","163","118","0","2","8","0","14","21",
"1000000US060750171013005","Block 3005, Block Group 3, Census Tract 171.01, San Francisco County, California","239","170","6","0","32","0","4","27",
"1000000US060750171021000","Block 1000, Block Group 1, Census Tract 171.02, San Francisco County, California","248","187","2","0","28","0","0","31",
"1000000US060750171021001","Block 1001, Block Group 1, Census Tract 171.02, San Francisco County, California","219","150","4","0","29","0","5","31",
"1000000US060750171021002","Block 1002, Block Group 1, Census Tract 171.02, San Francisco County, California","271","174","34","0","17","0","17","29",
"1000000US060750171021003","Block 1003, Block Group 1, Census Tract 171.02, San Francisco County, California","169","125","7","0","13","0","1","23",
"1000000US060750171021004","Block 1004, Block Group 1, Census Tract 171.02, San Francisco County, California","171","136","5","0","11","0","3","16",
"1000000US060750171021005","Block 1005, Block Group 1, Census Tract 171.02, San Francisco County, California","144","117","4","0","7","0","2","14",
"1000000US060750171021006","Block 1006, Block Group 1, Census Tract 171.02, San Francisco County, California","161","121","0","0","15","0","2","23",
"1000000US060750171022000","Block 2000, Block Group 2, Census Tract 171.02, San Francisco County, California","118","62","1","0","22","0","5","28",
"1000000US060750171022001","Block 2001, Block Group 2, Census Tract 171.02, San Francisco County, California","79","54","0","0","6","1","5","13",
"1000000US060750171022002","Block 2002, Block Group 2, Census Tract 171.02, San Francisco County, California","141","109","5","2","7","0","0","18",
"1000000US060750171022003","Block 2003, Block Group 2, Census Tract 171.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750171022004","Block 2004, Block Group 2, Census Tract 171.02, San Francisco County, California","122","91","1","0","7","0","6","17",
"1000000US060750171022005","Block 2005, Block Group 2, Census Tract 171.02, San Francisco County, California","122","78","2","0","20","0","1","21",
"1000000US060750171022006","Block 2006, Block Group 2, Census Tract 171.02, San Francisco County, California","120","85","7","0","7","0","7","14",
"1000000US060750171023000","Block 3000, Block Group 3, Census Tract 171.02, San Francisco County, California","301","232","8","0","26","0","8","27",
"1000000US060750171023001","Block 3001, Block Group 3, Census Tract 171.02, San Francisco County, California","271","209","9","0","23","0","10","20",
"1000000US060750171023002","Block 3002, Block Group 3, Census Tract 171.02, San Francisco County, California","145","87","7","2","15","0","7","27",
"1000000US060750171023003","Block 3003, Block Group 3, Census Tract 171.02, San Francisco County, California","227","172","4","0","34","0","1","16",
"1000000US060750171023004","Block 3004, Block Group 3, Census Tract 171.02, San Francisco County, California","226","164","9","2","27","0","2","22",
"1000000US060750171023005","Block 3005, Block Group 3, Census Tract 171.02, San Francisco County, California","125","96","4","0","10","0","3","12",
"1000000US060750171023006","Block 3006, Block Group 3, Census Tract 171.02, San Francisco County, California","418","286","12","1","51","0","14","54",
"1000000US060750176021000","Block 1000, Block Group 1, Census Tract 176.02, San Francisco County, California","656","176","101","8","230","3","92","46",
"1000000US060750176021001","Block 1001, Block Group 1, Census Tract 176.02, San Francisco County, California","248","30","6","0","168","0","27","17",
"1000000US060750176021002","Block 1002, Block Group 1, Census Tract 176.02, San Francisco County, California","683","255","151","15","142","0","72","48",
"1000000US060750176021003","Block 1003, Block Group 1, Census Tract 176.02, San Francisco County, California","227","49","7","3","146","0","14","8",
"1000000US060750176021004","Block 1004, Block Group 1, Census Tract 176.02, San Francisco County, California","84","35","0","0","31","0","4","14",
"1000000US060750176022000","Block 2000, Block Group 2, Census Tract 176.02, San Francisco County, California","159","60","17","0","50","1","8","23",
"1000000US060750176022001","Block 2001, Block Group 2, Census Tract 176.02, San Francisco County, California","237","91","66","3","41","1","13","22",
"1000000US060750176022002","Block 2002, Block Group 2, Census Tract 176.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176022003","Block 2003, Block Group 2, Census Tract 176.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176022004","Block 2004, Block Group 2, Census Tract 176.02, San Francisco County, California","427","24","28","2","335","0","24","14",
"1000000US060750176022005","Block 2005, Block Group 2, Census Tract 176.02, San Francisco County, California","128","57","14","0","21","0","16","20",
"1000000US060750176023000","Block 3000, Block Group 3, Census Tract 176.02, San Francisco County, California","39","14","7","2","2","1","3","10",
"1000000US060750176023001","Block 3001, Block Group 3, Census Tract 176.02, San Francisco County, California","5","1","0","0","0","0","0","4",
"1000000US060750176023002","Block 3002, Block Group 3, Census Tract 176.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176023003","Block 3003, Block Group 3, Census Tract 176.02, San Francisco County, California","19","2","0","0","6","0","4","7",
"1000000US060750176023004","Block 3004, Block Group 3, Census Tract 176.02, San Francisco County, California","31","4","2","4","5","0","1","15",
"1000000US060750176023005","Block 3005, Block Group 3, Census Tract 176.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176023006","Block 3006, Block Group 3, Census Tract 176.02, San Francisco County, California","388","151","86","10","93","1","12","35",
"1000000US060750176023007","Block 3007, Block Group 3, Census Tract 176.02, San Francisco County, California","318","96","52","7","121","0","30","12",
"1000000US060750176023008","Block 3008, Block Group 3, Census Tract 176.02, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176031000","Block 1000, Block Group 1, Census Tract 176.03, San Francisco County, California","638","255","46","3","236","1","36","61",
"1000000US060750176031001","Block 1001, Block Group 1, Census Tract 176.03, San Francisco County, California","82","31","14","5","15","0","6","11",
"1000000US060750176031002","Block 1002, Block Group 1, Census Tract 176.03, San Francisco County, California","231","61","1","0","139","0","11","19",
"1000000US060750176031003","Block 1003, Block Group 1, Census Tract 176.03, San Francisco County, California","200","83","45","6","42","1","8","15",
"1000000US060750176032000","Block 2000, Block Group 2, Census Tract 176.03, San Francisco County, California","50","16","4","1","10","1","0","18",
"1000000US060750176032001","Block 2001, Block Group 2, Census Tract 176.03, San Francisco County, California","515","131","49","4","176","15","103","37",
"1000000US060750176032002","Block 2002, Block Group 2, Census Tract 176.03, San Francisco County, California","428","90","49","6","203","0","46","34",
"1000000US060750176032003","Block 2003, Block Group 2, Census Tract 176.03, San Francisco County, California","138","47","19","16","16","5","15","20",
"1000000US060750176033000","Block 3000, Block Group 3, Census Tract 176.03, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750176033001","Block 3001, Block Group 3, Census Tract 176.03, San Francisco County, California","626","87","44","10","309","0","138","38",
"1000000US060750176033002","Block 3002, Block Group 3, Census Tract 176.03, San Francisco County, California","406","192","31","3","112","0","32","36",
"1000000US060750176033003","Block 3003, Block Group 3, Census Tract 176.03, San Francisco County, California","122","62","2","0","15","2","1","40",
"1000000US060750176033004","Block 3004, Block Group 3, Census Tract 176.03, San Francisco County, California","240","144","40","1","25","5","24","1",
"1000000US060750176033005","Block 3005, Block Group 3, Census Tract 176.03, San Francisco County, California","217","79","22","0","70","3","14","29",
"1000000US060750176033006","Block 3006, Block Group 3, Census Tract 176.03, San Francisco County, California","131","56","3","0","37","0","6","29",
"1000000US060750176033007","Block 3007, Block Group 3, Census Tract 176.03, San Francisco County, California","59","22","4","2","13","0","1","17",
"1000000US060750176034000","Block 4000, Block Group 4, Census Tract 176.03, San Francisco County, California","1435","543","58","2","653","2","55","122",
"1000000US060750176041000","Block 1000, Block Group 1, Census Tract 176.04, San Francisco County, California","410","170","4","0","195","1","14","26",
"1000000US060750176041001","Block 1001, Block Group 1, Census Tract 176.04, San Francisco County, California","511","180","31","4","210","1","36","49",
"1000000US060750176042000","Block 2000, Block Group 2, Census Tract 176.04, San Francisco County, California","1496","488","120","9","657","6","84","132",
"1000000US060750176043000","Block 3000, Block Group 3, Census Tract 176.04, San Francisco County, California","210","86","11","1","75","5","12","20",
"1000000US060750176043001","Block 3001, Block Group 3, Census Tract 176.04, San Francisco County, California","1381","496","336","33","210","9","181","116",
"1000000US060750177001000","Block 1000, Block Group 1, Census Tract 177, San Francisco County, California","13","12","0","0","0","0","0","1",
"1000000US060750177001001","Block 1001, Block Group 1, Census Tract 177, San Francisco County, California","64","32","12","1","7","0","6","6",
"1000000US060750177001002","Block 1002, Block Group 1, Census Tract 177, San Francisco County, California","25","13","4","0","0","0","8","0",
"1000000US060750177001003","Block 1003, Block Group 1, Census Tract 177, San Francisco County, California","40","21","16","0","1","0","2","0",
"1000000US060750177001004","Block 1004, Block Group 1, Census Tract 177, San Francisco County, California","49","18","3","0","9","1","12","6",
"1000000US060750177001005","Block 1005, Block Group 1, Census Tract 177, San Francisco County, California","40","16","5","0","17","0","2","0",
"1000000US060750177001006","Block 1006, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001007","Block 1007, Block Group 1, Census Tract 177, San Francisco County, California","134","58","37","0","17","2","14","6",
"1000000US060750177001008","Block 1008, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001009","Block 1009, Block Group 1, Census Tract 177, San Francisco County, California","15","11","4","0","0","0","0","0",
"1000000US060750177001010","Block 1010, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001011","Block 1011, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001012","Block 1012, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001013","Block 1013, Block Group 1, Census Tract 177, San Francisco County, California","53","22","14","0","1","0","15","1",
"1000000US060750177001014","Block 1014, Block Group 1, Census Tract 177, San Francisco County, California","19","4","0","0","9","0","2","4",
"1000000US060750177001015","Block 1015, Block Group 1, Census Tract 177, San Francisco County, California","0","0","0","0","0","0","0","0",
"1000000US060750177001016","Block 1016, Block Group 1, Census Tract 177, San Francisco County, California","145","62","39","0","37","3","0","4",
"1000000US060750177001017","Block 1017, Block Group 1, Census Tract 177, San Francisco County, California","10","0","5","0","0","0","1","4",
