"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1000000US060750176022002","Block 2002, Block Group 2, Census Tract 176.02, San Francisco County, California","0",
"1000000US060750176022003","Block 2003, Block Group 2, Census Tract 176.02, San Francisco County, California","0",
"1000000US060750176022004","Block 2004, Block Group 2, Census Tract 176.02, San Francisco County, California","427",
"1000000US060750176022005","Block 2005, Block Group 2, Census Tract 176.02, San Francisco County, California","128",
"1000000US060750176023000","Block 3000, Block Group 3, Census Tract 176.02, San Francisco County, California","39",
"1000000US060750176023001","Block 3001, Block Group 3, Census Tract 176.02, San Francisco County, California","5",
"1000000US060750176023002","Block 3002, Block Group 3, Census Tract 176.02, San Francisco County, California","0",
"1000000US060750176023003","Block 3003, Block Group 3, Census Tract 176.02, San Francisco County, California","19",
"1000000US060750176023004","Block 3004, Block Group 3, Census Tract 176.02, San Francisco County, California","31",
"1000000US060750176023005","Block 3005, Block Group 3, Census Tract 176.02, San Francisco County, California","0",
"1000000US060750176023006","Block 3006, Block Group 3, Census Tract 176.02, San Francisco County, California","388",
"1000000US060750176023007","Block 3007, Block Group 3, Census Tract 176.02, San Francisco County, California","318",
"1000000US060750176023008","Block 3008, Block Group 3, Census Tract 176.02, San Francisco County, California","0",
"1000000US060750176031000","Block 1000, Block Group 1, Census Tract 176.03, San Francisco County, California","638",
"1000000US060750176031001","Block 1001, Block Group 1, Census Tract 176.03, San Francisco County, California","82",
"1000000US060750176031002","Block 1002, Block Group 1, Census Tract 176.03, San Francisco County, California","231",
"1000000US060750176031003","Block 1003, Block Group 1, Census Tract 176.03, San Francisco County, California","200",
"1000000US060750176032000","Block 2000, Block Group 2, Census Tract 176.03, San Francisco County, California","50",
"1000000US060750176032001","Block 2001, Block Group 2, Census Tract 176.03, San Francisco County, California","515",
"1000000US060750176032002","Block 2002, Block Group 2, Census Tract 176.03, San Francisco County, California","428",
"1000000US060750176032003","Block 2003, Block Group 2, Census Tract 176.03, San Francisco County, California","138",
"1000000US060750176033000","Block 3000, Block Group 3, Census Tract 176.03, San Francisco County, California","0",
"1000000US060750176033001","Block 3001, Block Group 3, Census Tract 176.03, San Francisco County, California","626",
"1000000US060750176033002","Block 3002, Block Group 3, Census Tract 176.03, San Francisco County, California","406",
"1000000US060750176033003","Block 3003, Block Group 3, Census Tract 176.03, San Francisco County, California","122",
"1000000US060750176033004","Block 3004, Block Group 3, Census Tract 176.03, San Francisco County, California","240",
"1000000US060750176033005","Block 3005, Block Group 3, Census Tract 176.03, San Francisco County, California","217",
"1000000US060750176033006","Block 3006, Block Group 3, Census Tract 176.03, San Francisco County, California","131",
"1000000US060750176033007","Block 3007, Block Group 3, Census Tract 176.03, San Francisco County, California","59",
"1000000US060750176034000","Block 4000, Block Group 4, Census Tract 176.03, San Francisco County, California","1435",
"1000000US060750176041000","Block 1000, Block Group 1, Census Tract 176.04, San Francisco County, California","410",
"1000000US060750176041001","Block 1001, Block Group 1, Census Tract 176.04, San Francisco County, California","511",
"1000000US060750176042000","Block 2000, Block Group 2, Census Tract 176.04, San Francisco County, California","1496",
"1000000US060750176043000","Block 3000, Block Group 3, Census Tract 176.04, San Francisco County, California","210",
"1000000US060750176043001","Block 3001, Block Group 3, Census Tract 176.04, San Francisco County, California","1381",
"1000000US060750177001000","Block 1000, Block Group 1, Census Tract 177, San Francisco County, California","13",
"1000000US060750177001001","Block 1001, Block Group 1, Census Tract 177, San Francisco County, California","64",
"1000000US060750177001002","Block 1002, Block Group 1, Census Tract 177, San Francisco County, California","25",
"1000000US060750177001003","Block 1003, Block Group 1, Census Tract 177, San Francisco County, California","40",
"1000000US060750177001004","Block 1004, Block Group 1, Census Tract 177, San Francisco County, California","49",
"1000000US060750177001005","Block 1005, Block Group 1, Census Tract 177, San Francisco County, California","40",
"1000000US060750177001006","Block 1006, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001007","Block 1007, Block Group 1, Census Tract 177, San Francisco County, California","134",
"1000000US060750177001008","Block 1008, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001009","Block 1009, Block Group 1, Census Tract 177, San Francisco County, California","15",
"1000000US060750177001010","Block 1010, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001011","Block 1011, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001012","Block 1012, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001013","Block 1013, Block Group 1, Census Tract 177, San Francisco County, California","53",
"1000000US060750177001014","Block 1014, Block Group 1, Census Tract 177, San Francisco County, California","19",
"1000000US060750177001015","Block 1015, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001016","Block 1016, Block Group 1, Census Tract 177, San Francisco County, California","145",
"1000000US060750177001017","Block 1017, Block Group 1, Census Tract 177, San Francisco County, California","10",
"1000000US060750177001018","Block 1018, Block Group 1, Census Tract 177, San Francisco County, California","9",
"1000000US060750177001019","Block 1019, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001020","Block 1020, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001021","Block 1021, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001022","Block 1022, Block Group 1, Census Tract 177, San Francisco County, California","128",
"1000000US060750177001023","Block 1023, Block Group 1, Census Tract 177, San Francisco County, California","81",
"1000000US060750177001024","Block 1024, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001025","Block 1025, Block Group 1, Census Tract 177, San Francisco County, California","0",
"1000000US060750177001026","Block 1026, Block Group 1, Census Tract 177, San Francisco County, California","16",
"1000000US060750177001027","Block 1027, Block Group 1, Census Tract 177, San Francisco County, California","97",
"1000000US060750177001028","Block 1028, Block Group 1, Census Tract 177, San Francisco County, California","19",
"1000000US060750177001029","Block 1029, Block Group 1, Census Tract 177, San Francisco County, California","84",
"1000000US060750177002000","Block 2000, Block Group 2, Census Tract 177, San Francisco County, California","4",
"1000000US060750177002001","Block 2001, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750177002002","Block 2002, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750177002003","Block 2003, Block Group 2, Census Tract 177, San Francisco County, California","23",
"1000000US060750177002004","Block 2004, Block Group 2, Census Tract 177, San Francisco County, California","82",
"1000000US060750177002005","Block 2005, Block Group 2, Census Tract 177, San Francisco County, California","86",
"1000000US060750177002006","Block 2006, Block Group 2, Census Tract 177, San Francisco County, California","61",
"1000000US060750177002007","Block 2007, Block Group 2, Census Tract 177, San Francisco County, California","161",
"1000000US060750177002008","Block 2008, Block Group 2, Census Tract 177, San Francisco County, California","28",
"1000000US060750177002009","Block 2009, Block Group 2, Census Tract 177, San Francisco County, California","54",
"1000000US060750177002010","Block 2010, Block Group 2, Census Tract 177, San Francisco County, California","65",
"1000000US060750177002011","Block 2011, Block Group 2, Census Tract 177, San Francisco County, California","25",
"1000000US060750177002012","Block 2012, Block Group 2, Census Tract 177, San Francisco County, California","17",
"1000000US060750177002013","Block 2013, Block Group 2, Census Tract 177, San Francisco County, California","85",
"1000000US060750177002014","Block 2014, Block Group 2, Census Tract 177, San Francisco County, California","111",
"1000000US060750177002015","Block 2015, Block Group 2, Census Tract 177, San Francisco County, California","23",
"1000000US060750177002016","Block 2016, Block Group 2, Census Tract 177, San Francisco County, California","5",
"1000000US060750177002017","Block 2017, Block Group 2, Census Tract 177, San Francisco County, California","45",
"1000000US060750177002018","Block 2018, Block Group 2, Census Tract 177, San Francisco County, California","10",
"1000000US060750177002019","Block 2019, Block Group 2, Census Tract 177, San Francisco County, California","21",
"1000000US060750177002020","Block 2020, Block Group 2, Census Tract 177, San Francisco County, California","29",
"1000000US060750177002021","Block 2021, Block Group 2, Census Tract 177, San Francisco County, California","47",
"1000000US060750177002022","Block 2022, Block Group 2, Census Tract 177, San Francisco County, California","338",
"1000000US060750177002023","Block 2023, Block Group 2, Census Tract 177, San Francisco County, California","170",
"1000000US060750177002024","Block 2024, Block Group 2, Census Tract 177, San Francisco County, California","143",
"1000000US060750177002025","Block 2025, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750177002026","Block 2026, Block Group 2, Census Tract 177, San Francisco County, California","85",
"1000000US060750177002027","Block 2027, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750177002028","Block 2028, Block Group 2, Census Tract 177, San Francisco County, California","57",
"1000000US060750177002029","Block 2029, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750177002030","Block 2030, Block Group 2, Census Tract 177, San Francisco County, California","25",
"1000000US060750177002031","Block 2031, Block Group 2, Census Tract 177, San Francisco County, California","0",
"1000000US060750178011000","Block 1000, Block Group 1, Census Tract 178.01, San Francisco County, California","23",
"1000000US060750178011001","Block 1001, Block Group 1, Census Tract 178.01, San Francisco County, California","20",
"1000000US060750178011002","Block 1002, Block Group 1, Census Tract 178.01, San Francisco County, California","732",
"1000000US060750178011003","Block 1003, Block Group 1, Census Tract 178.01, San Francisco County, California","123",
"1000000US060750178011004","Block 1004, Block Group 1, Census Tract 178.01, San Francisco County, California","291",
"1000000US060750178012000","Block 2000, Block Group 2, Census Tract 178.01, San Francisco County, California","577",
"1000000US060750178012001","Block 2001, Block Group 2, Census Tract 178.01, San Francisco County, California","538",
"1000000US060750178012002","Block 2002, Block Group 2, Census Tract 178.01, San Francisco County, California","46",
"1000000US060750178013000","Block 3000, Block Group 3, Census Tract 178.01, San Francisco County, California","584",
"1000000US060750178013001","Block 3001, Block Group 3, Census Tract 178.01, San Francisco County, California","202",
"1000000US060750178013002","Block 3002, Block Group 3, Census Tract 178.01, San Francisco County, California","0",
"1000000US060750178013003","Block 3003, Block Group 3, Census Tract 178.01, San Francisco County, California","431",
"1000000US060750178031000","Block 1000, Block Group 1, Census Tract 178.03, San Francisco County, California","118",
"1000000US060750178031001","Block 1001, Block Group 1, Census Tract 178.03, San Francisco County, California","108",
"1000000US060750178031002","Block 1002, Block Group 1, Census Tract 178.03, San Francisco County, California","118",
"1000000US060750178031003","Block 1003, Block Group 1, Census Tract 178.03, San Francisco County, California","389",
"1000000US060750178031004","Block 1004, Block Group 1, Census Tract 178.03, San Francisco County, California","255",
"1000000US060750178031005","Block 1005, Block Group 1, Census Tract 178.03, San Francisco County, California","82",
"1000000US060750178032000","Block 2000, Block Group 2, Census Tract 178.03, San Francisco County, California","82",
"1000000US060750178032001","Block 2001, Block Group 2, Census Tract 178.03, San Francisco County, California","727",
"1000000US060750178032002","Block 2002, Block Group 2, Census Tract 178.03, San Francisco County, California","47",
"1000000US060750178032003","Block 2003, Block Group 2, Census Tract 178.03, San Francisco County, California","218",
"1000000US060750178032004","Block 2004, Block Group 2, Census Tract 178.03, San Francisco County, California","110",
"1000000US060750178041000","Block 1000, Block Group 1, Census Tract 178.04, San Francisco County, California","324",
"1000000US060750178041001","Block 1001, Block Group 1, Census Tract 178.04, San Francisco County, California","199",
"1000000US060750178041002","Block 1002, Block Group 1, Census Tract 178.04, San Francisco County, California","196",
"1000000US060750178041003","Block 1003, Block Group 1, Census Tract 178.04, San Francisco County, California","262",
"1000000US060750178041004","Block 1004, Block Group 1, Census Tract 178.04, San Francisco County, California","150",
"1000000US060750178041005","Block 1005, Block Group 1, Census Tract 178.04, San Francisco County, California","303",
"1000000US060750178041006","Block 1006, Block Group 1, Census Tract 178.04, San Francisco County, California","295",
"1000000US060750178041007","Block 1007, Block Group 1, Census Tract 178.04, San Francisco County, California","137",
"1000000US060750178042000","Block 2000, Block Group 2, Census Tract 178.04, San Francisco County, California","180",
"1000000US060750178042001","Block 2001, Block Group 2, Census Tract 178.04, San Francisco County, California","816",
"1000000US060750178042002","Block 2002, Block Group 2, Census Tract 178.04, San Francisco County, California","523",
"1000000US060750178043000","Block 3000, Block Group 3, Census Tract 178.04, San Francisco County, California","95",
"1000000US060750178043001","Block 3001, Block Group 3, Census Tract 178.04, San Francisco County, California","136",
"1000000US060750178043002","Block 3002, Block Group 3, Census Tract 178.04, San Francisco County, California","49",
"1000000US060750178043003","Block 3003, Block Group 3, Census Tract 178.04, San Francisco County, California","101",
"1000000US060750178043004","Block 3004, Block Group 3, Census Tract 178.04, San Francisco County, California","0",
"1000000US060750178043005","Block 3005, Block Group 3, Census Tract 178.04, San Francisco County, California","76",
"1000000US060750178043006","Block 3006, Block Group 3, Census Tract 178.04, San Francisco County, California","211",
"1000000US060750178043007","Block 3007, Block Group 3, Census Tract 178.04, San Francisco County, California","19",
"1000000US060750178044000","Block 4000, Block Group 4, Census Tract 178.04, San Francisco County, California","210",
"1000000US060750178044001","Block 4001, Block Group 4, Census Tract 178.04, San Francisco County, California","146",
"1000000US060750178044002","Block 4002, Block Group 4, Census Tract 178.04, San Francisco County, California","230",
"1000000US060750178044003","Block 4003, Block Group 4, Census Tract 178.04, San Francisco County, California","94",
"1000000US060750179031000","Block 1000, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031001","Block 1001, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031002","Block 1002, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031003","Block 1003, Block Group 1, Census Tract 179.03, San Francisco County, California","39",
"1000000US060750179031004","Block 1004, Block Group 1, Census Tract 179.03, San Francisco County, California","653",
"1000000US060750179031005","Block 1005, Block Group 1, Census Tract 179.03, San Francisco County, California","175",
"1000000US060750179031006","Block 1006, Block Group 1, Census Tract 179.03, San Francisco County, California","213",
"1000000US060750179031007","Block 1007, Block Group 1, Census Tract 179.03, San Francisco County, California","86",
"1000000US060750179031008","Block 1008, Block Group 1, Census Tract 179.03, San Francisco County, California","56",
"1000000US060750179031009","Block 1009, Block Group 1, Census Tract 179.03, San Francisco County, California","22",
"1000000US060750179031010","Block 1010, Block Group 1, Census Tract 179.03, San Francisco County, California","152",
"1000000US060750179031011","Block 1011, Block Group 1, Census Tract 179.03, San Francisco County, California","656",
"1000000US060750179031012","Block 1012, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031013","Block 1013, Block Group 1, Census Tract 179.03, San Francisco County, California","16",
"1000000US060750179031014","Block 1014, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031015","Block 1015, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031016","Block 1016, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031017","Block 1017, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031018","Block 1018, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031019","Block 1019, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031020","Block 1020, Block Group 1, Census Tract 179.03, San Francisco County, California","18",
"1000000US060750179031021","Block 1021, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031022","Block 1022, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031023","Block 1023, Block Group 1, Census Tract 179.03, San Francisco County, California","12",
"1000000US060750179031024","Block 1024, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031025","Block 1025, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031026","Block 1026, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031027","Block 1027, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031028","Block 1028, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031029","Block 1029, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031030","Block 1030, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031031","Block 1031, Block Group 1, Census Tract 179.03, San Francisco County, California","1",
"1000000US060750179031032","Block 1032, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031033","Block 1033, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031034","Block 1034, Block Group 1, Census Tract 179.03, San Francisco County, California","68",
"1000000US060750179031035","Block 1035, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031036","Block 1036, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031037","Block 1037, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031038","Block 1038, Block Group 1, Census Tract 179.03, San Francisco County, California","8",
"1000000US060750179031039","Block 1039, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031040","Block 1040, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031041","Block 1041, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031042","Block 1042, Block Group 1, Census Tract 179.03, San Francisco County, California","13",
"1000000US060750179031043","Block 1043, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031044","Block 1044, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031045","Block 1045, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031046","Block 1046, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031047","Block 1047, Block Group 1, Census Tract 179.03, San Francisco County, California","472",
"1000000US060750179031048","Block 1048, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031049","Block 1049, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031050","Block 1050, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031051","Block 1051, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031052","Block 1052, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031053","Block 1053, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031054","Block 1054, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031055","Block 1055, Block Group 1, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179031056","Block 1056, Block Group 1, Census Tract 179.03, San Francisco County, California","47",
"1000000US060750179031057","Block 1057, Block Group 1, Census Tract 179.03, San Francisco County, California","40",
"1000000US060750179032000","Block 2000, Block Group 2, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750179032001","Block 2001, Block Group 2, Census Tract 179.03, San Francisco County, California","0",
"1000000US060750180001000","Block 1000, Block Group 1, Census Tract 180, San Francisco County, California","143",
"1000000US060750180001001","Block 1001, Block Group 1, Census Tract 180, San Francisco County, California","60",
"1000000US060750180001002","Block 1002, Block Group 1, Census Tract 180, San Francisco County, California","14",
"1000000US060750180001003","Block 1003, Block Group 1, Census Tract 180, San Francisco County, California","459",
"1000000US060750180001004","Block 1004, Block Group 1, Census Tract 180, San Francisco County, California","7",
"1000000US060750180001005","Block 1005, Block Group 1, Census Tract 180, San Francisco County, California","109",
"1000000US060750180001006","Block 1006, Block Group 1, Census Tract 180, San Francisco County, California","8",
"1000000US060750180001007","Block 1007, Block Group 1, Census Tract 180, San Francisco County, California","80",
"1000000US060750180002000","Block 2000, Block Group 2, Census Tract 180, San Francisco County, California","21",
"1000000US060750180002001","Block 2001, Block Group 2, Census Tract 180, San Francisco County, California","81",
"1000000US060750180002002","Block 2002, Block Group 2, Census Tract 180, San Francisco County, California","28",
"1000000US060750180002003","Block 2003, Block Group 2, Census Tract 180, San Francisco County, California","9",
"1000000US060750180002004","Block 2004, Block Group 2, Census Tract 180, San Francisco County, California","44",
"1000000US060750180002005","Block 2005, Block Group 2, Census Tract 180, San Francisco County, California","277",
"1000000US060750180002006","Block 2006, Block Group 2, Census Tract 180, San Francisco County, California","134",
"1000000US060750180002007","Block 2007, Block Group 2, Census Tract 180, San Francisco County, California","33",
"1000000US060750180002008","Block 2008, Block Group 2, Census Tract 180, San Francisco County, California","16",
"1000000US060750180002009","Block 2009, Block Group 2, Census Tract 180, San Francisco County, California","19",
"1000000US060750180002010","Block 2010, Block Group 2, Census Tract 180, San Francisco County, California","15",
"1000000US060750180002011","Block 2011, Block Group 2, Census Tract 180, San Francisco County, California","0",
"1000000US060750180002012","Block 2012, Block Group 2, Census Tract 180, San Francisco County, California","8",
"1000000US060750180002013","Block 2013, Block Group 2, Census Tract 180, San Francisco County, California","35",
"1000000US060750180002014","Block 2014, Block Group 2, Census Tract 180, San Francisco County, California","343",
"1000000US060750180003000","Block 3000, Block Group 3, Census Tract 180, San Francisco County, California","198",
"1000000US060750180003001","Block 3001, Block Group 3, Census Tract 180, San Francisco County, California","847",
"1000000US060750180003002","Block 3002, Block Group 3, Census Tract 180, San Francisco County, California","43",
"1000000US060750180004000","Block 4000, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750180004001","Block 4001, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750180004002","Block 4002, Block Group 4, Census Tract 180, San Francisco County, California","869",
"1000000US060750180004003","Block 4003, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750180004004","Block 4004, Block Group 4, Census Tract 180, San Francisco County, California","20",
"1000000US060750180004005","Block 4005, Block Group 4, Census Tract 180, San Francisco County, California","86",
"1000000US060750180004006","Block 4006, Block Group 4, Census Tract 180, San Francisco County, California","102",
"1000000US060750180004007","Block 4007, Block Group 4, Census Tract 180, San Francisco County, California","33",
"1000000US060750180004008","Block 4008, Block Group 4, Census Tract 180, San Francisco County, California","27",
"1000000US060750180004009","Block 4009, Block Group 4, Census Tract 180, San Francisco County, California","42",
"1000000US060750180004010","Block 4010, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750180004011","Block 4011, Block Group 4, Census Tract 180, San Francisco County, California","32",
"1000000US060750180004012","Block 4012, Block Group 4, Census Tract 180, San Francisco County, California","51",
"1000000US060750180004013","Block 4013, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750180004014","Block 4014, Block Group 4, Census Tract 180, San Francisco County, California","10",
"1000000US060750180004015","Block 4015, Block Group 4, Census Tract 180, San Francisco County, California","265",
"1000000US060750180004016","Block 4016, Block Group 4, Census Tract 180, San Francisco County, California","49",
"1000000US060750180004017","Block 4017, Block Group 4, Census Tract 180, San Francisco County, California","41",
"1000000US060750180004018","Block 4018, Block Group 4, Census Tract 180, San Francisco County, California","6",
"1000000US060750180004019","Block 4019, Block Group 4, Census Tract 180, San Francisco County, California","47",
"1000000US060750180004020","Block 4020, Block Group 4, Census Tract 180, San Francisco County, California","47",
"1000000US060750180004021","Block 4021, Block Group 4, Census Tract 180, San Francisco County, California","0",
"1000000US060750201011000","Block 1000, Block Group 1, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201011001","Block 1001, Block Group 1, Census Tract 201.01, San Francisco County, California","218",
"1000000US060750201011002","Block 1002, Block Group 1, Census Tract 201.01, San Francisco County, California","89",
"1000000US060750201011003","Block 1003, Block Group 1, Census Tract 201.01, San Francisco County, California","8",
"1000000US060750201011004","Block 1004, Block Group 1, Census Tract 201.01, San Francisco County, California","86",
"1000000US060750201011005","Block 1005, Block Group 1, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201011006","Block 1006, Block Group 1, Census Tract 201.01, San Francisco County, California","379",
"1000000US060750201011007","Block 1007, Block Group 1, Census Tract 201.01, San Francisco County, California","2",
"1000000US060750201011008","Block 1008, Block Group 1, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201011009","Block 1009, Block Group 1, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201011010","Block 1010, Block Group 1, Census Tract 201.01, San Francisco County, California","217",
"1000000US060750201011011","Block 1011, Block Group 1, Census Tract 201.01, San Francisco County, California","285",
"1000000US060750201011012","Block 1012, Block Group 1, Census Tract 201.01, San Francisco County, California","257",
"1000000US060750201011013","Block 1013, Block Group 1, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201012000","Block 2000, Block Group 2, Census Tract 201.01, San Francisco County, California","102",
"1000000US060750201012001","Block 2001, Block Group 2, Census Tract 201.01, San Francisco County, California","0",
"1000000US060750201012002","Block 2002, Block Group 2, Census Tract 201.01, San Francisco County, California","10",
"1000000US060750201012003","Block 2003, Block Group 2, Census Tract 201.01, San Francisco County, California","33",
"1000000US060750201012004","Block 2004, Block Group 2, Census Tract 201.01, San Francisco County, California","135",
"1000000US060750201012005","Block 2005, Block Group 2, Census Tract 201.01, San Francisco County, California","416",
"1000000US060750201012006","Block 2006, Block Group 2, Census Tract 201.01, San Francisco County, California","336",
"1000000US060750201012007","Block 2007, Block Group 2, Census Tract 201.01, San Francisco County, California","290",
"1000000US060750201012008","Block 2008, Block Group 2, Census Tract 201.01, San Francisco County, California","332",
"1000000US060750201012009","Block 2009, Block Group 2, Census Tract 201.01, San Francisco County, California","267",
"1000000US060750201012010","Block 2010, Block Group 2, Census Tract 201.01, San Francisco County, California","304",
"1000000US060750201012011","Block 2011, Block Group 2, Census Tract 201.01, San Francisco County, California","75",
"1000000US060750201021000","Block 1000, Block Group 1, Census Tract 201.02, San Francisco County, California","277",
"1000000US060750201021001","Block 1001, Block Group 1, Census Tract 201.02, San Francisco County, California","274",
"1000000US060750201021002","Block 1002, Block Group 1, Census Tract 201.02, San Francisco County, California","120",
"1000000US060750201021003","Block 1003, Block Group 1, Census Tract 201.02, San Francisco County, California","317",
"1000000US060750201021004","Block 1004, Block Group 1, Census Tract 201.02, San Francisco County, California","118",
"1000000US060750201021005","Block 1005, Block Group 1, Census Tract 201.02, San Francisco County, California","216",
"1000000US060750201021006","Block 1006, Block Group 1, Census Tract 201.02, San Francisco County, California","98",
"1000000US060750201021007","Block 1007, Block Group 1, Census Tract 201.02, San Francisco County, California","71",
"1000000US060750201022000","Block 2000, Block Group 2, Census Tract 201.02, San Francisco County, California","606",
"1000000US060750201022001","Block 2001, Block Group 2, Census Tract 201.02, San Francisco County, California","253",
"1000000US060750201023000","Block 3000, Block Group 3, Census Tract 201.02, San Francisco County, California","296",
"1000000US060750201023001","Block 3001, Block Group 3, Census Tract 201.02, San Francisco County, California","105",
"1000000US060750201023002","Block 3002, Block Group 3, Census Tract 201.02, San Francisco County, California","60",
"1000000US060750201023003","Block 3003, Block Group 3, Census Tract 201.02, San Francisco County, California","270",
"1000000US060750202011000","Block 1000, Block Group 1, Census Tract 202.01, San Francisco County, California","425",
"1000000US060750202011001","Block 1001, Block Group 1, Census Tract 202.01, San Francisco County, California","218",
"1000000US060750202011002","Block 1002, Block Group 1, Census Tract 202.01, San Francisco County, California","704",
"1000000US060750202012000","Block 2000, Block Group 2, Census Tract 202.01, San Francisco County, California","104",
"1000000US060750202012001","Block 2001, Block Group 2, Census Tract 202.01, San Francisco County, California","116",
"1000000US060750202012002","Block 2002, Block Group 2, Census Tract 202.01, San Francisco County, California","190",
"1000000US060750202012003","Block 2003, Block Group 2, Census Tract 202.01, San Francisco County, California","134",
"1000000US060750202012004","Block 2004, Block Group 2, Census Tract 202.01, San Francisco County, California","331",
"1000000US060750202012005","Block 2005, Block Group 2, Census Tract 202.01, San Francisco County, California","87",
"1000000US060750202012006","Block 2006, Block Group 2, Census Tract 202.01, San Francisco County, California","185",
"1000000US060750202021000","Block 1000, Block Group 1, Census Tract 202.02, San Francisco County, California","154",
"1000000US060750202021001","Block 1001, Block Group 1, Census Tract 202.02, San Francisco County, California","0",
"1000000US060750202021002","Block 1002, Block Group 1, Census Tract 202.02, San Francisco County, California","190",
"1000000US060750202021003","Block 1003, Block Group 1, Census Tract 202.02, San Francisco County, California","283",
"1000000US060750202021004","Block 1004, Block Group 1, Census Tract 202.02, San Francisco County, California","118",
"1000000US060750202021005","Block 1005, Block Group 1, Census Tract 202.02, San Francisco County, California","364",
"1000000US060750202021006","Block 1006, Block Group 1, Census Tract 202.02, San Francisco County, California","128",
