"GEOID","AFFGEOID","tree_cover_percentage"
"060750164002","1500000US060750164002",6.48019073135287
"060750327005","1500000US060750327005",1.14817721712262
"060750106001","1500000US060750106001",0.533511770570574
"060750607012","1500000US060750607012",1.67802556957691
"060750210002","1500000US060750210002",5.00061497174153
"060750211001","1500000US060750211001",4.90010560211508
"060750212002","1500000US060750212002",9.14158464095811
"060750217002","1500000US060750217002",12.7531144743542
"060750218001","1500000US060750218001",8.07376182651607
"060750228013","1500000US060750228013",3.57724192562512
"060750228032","1500000US060750228032",3.46836306129352
"060750229032","1500000US060750229032",4.27517119309502
"060750254021","1500000US060750254021",4.18611880767422
"060750252003","1500000US060750252003",6.12606220271607
"060750253004","1500000US060750253004",3.32225186079576
