"GEO_ID","NAME","H4_001N","H4_002N","H4_003N","H4_004N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Owned with a mortgage or a loan"," !!Total:!!Owned free and clear"," !!Total:!!Renter occupied",
"1000000US060750154012002","Block 2002, Block Group 2, Census Tract 154.01, San Francisco County, California","54","15","9","30",
"1000000US060750154012003","Block 2003, Block Group 2, Census Tract 154.01, San Francisco County, California","80","22","2","56",
"1000000US060750154012004","Block 2004, Block Group 2, Census Tract 154.01, San Francisco County, California","104","19","2","83",
"1000000US060750154021000","Block 1000, Block Group 1, Census Tract 154.02, San Francisco County, California","76","48","1","27",
"1000000US060750154021001","Block 1001, Block Group 1, Census Tract 154.02, San Francisco County, California","125","9","9","107",
"1000000US060750154021002","Block 1002, Block Group 1, Census Tract 154.02, San Francisco County, California","0","0","0","0",
"1000000US060750154021003","Block 1003, Block Group 1, Census Tract 154.02, San Francisco County, California","0","0","0","0",
"1000000US060750154021004","Block 1004, Block Group 1, Census Tract 154.02, San Francisco County, California","44","0","0","44",
"1000000US060750154021005","Block 1005, Block Group 1, Census Tract 154.02, San Francisco County, California","45","1","7","37",
"1000000US060750154021006","Block 1006, Block Group 1, Census Tract 154.02, San Francisco County, California","102","27","3","72",
"1000000US060750154021007","Block 1007, Block Group 1, Census Tract 154.02, San Francisco County, California","75","9","0","66",
"1000000US060750154021008","Block 1008, Block Group 1, Census Tract 154.02, San Francisco County, California","96","31","0","65",
"1000000US060750154021009","Block 1009, Block Group 1, Census Tract 154.02, San Francisco County, California","57","19","35","3",
"1000000US060750154021010","Block 1010, Block Group 1, Census Tract 154.02, San Francisco County, California","0","0","0","0",
"1000000US060750154021011","Block 1011, Block Group 1, Census Tract 154.02, San Francisco County, California","61","32","0","29",
"1000000US060750154022000","Block 2000, Block Group 2, Census Tract 154.02, San Francisco County, California","123","26","0","97",
"1000000US060750154022001","Block 2001, Block Group 2, Census Tract 154.02, San Francisco County, California","68","20","0","48",
"1000000US060750154022002","Block 2002, Block Group 2, Census Tract 154.02, San Francisco County, California","59","17","29","13",
"1000000US060750154022003","Block 2003, Block Group 2, Census Tract 154.02, San Francisco County, California","85","10","17","58",
"1000000US060750154022004","Block 2004, Block Group 2, Census Tract 154.02, San Francisco County, California","169","30","0","139",
"1000000US060750155001000","Block 1000, Block Group 1, Census Tract 155, San Francisco County, California","93","0","4","89",
"1000000US060750155001001","Block 1001, Block Group 1, Census Tract 155, San Francisco County, California","221","11","2","208",
"1000000US060750155001002","Block 1002, Block Group 1, Census Tract 155, San Francisco County, California","367","13","0","354",
"1000000US060750155001003","Block 1003, Block Group 1, Census Tract 155, San Francisco County, California","113","11","0","102",
"1000000US060750155001004","Block 1004, Block Group 1, Census Tract 155, San Francisco County, California","0","0","0","0",
"1000000US060750155001005","Block 1005, Block Group 1, Census Tract 155, San Francisco County, California","19","0","0","19",
"1000000US060750155001006","Block 1006, Block Group 1, Census Tract 155, San Francisco County, California","0","0","0","0",
"1000000US060750155001007","Block 1007, Block Group 1, Census Tract 155, San Francisco County, California","0","0","0","0",
"1000000US060750155002000","Block 2000, Block Group 2, Census Tract 155, San Francisco County, California","0","0","0","0",
"1000000US060750155002001","Block 2001, Block Group 2, Census Tract 155, San Francisco County, California","47","15","0","32",
"1000000US060750155002002","Block 2002, Block Group 2, Census Tract 155, San Francisco County, California","136","0","0","136",
"1000000US060750155002003","Block 2003, Block Group 2, Census Tract 155, San Francisco County, California","65","6","0","59",
"1000000US060750155002004","Block 2004, Block Group 2, Census Tract 155, San Francisco County, California","30","0","4","26",
"1000000US060750155002005","Block 2005, Block Group 2, Census Tract 155, San Francisco County, California","1","1","0","0",
"1000000US060750155002006","Block 2006, Block Group 2, Census Tract 155, San Francisco County, California","15","0","0","15",
"1000000US060750155003000","Block 3000, Block Group 3, Census Tract 155, San Francisco County, California","490","21","7","462",
"1000000US060750155004000","Block 4000, Block Group 4, Census Tract 155, San Francisco County, California","410","4","27","379",
"1000000US060750155004001","Block 4001, Block Group 4, Census Tract 155, San Francisco County, California","0","0","0","0",
"1000000US060750155004002","Block 4002, Block Group 4, Census Tract 155, San Francisco County, California","35","0","19","16",
"1000000US060750155004003","Block 4003, Block Group 4, Census Tract 155, San Francisco County, California","114","23","1","90",
"1000000US060750156001000","Block 1000, Block Group 1, Census Tract 156, San Francisco County, California","60","6","0","54",
"1000000US060750156001001","Block 1001, Block Group 1, Census Tract 156, San Francisco County, California","113","47","12","54",
"1000000US060750156001002","Block 1002, Block Group 1, Census Tract 156, San Francisco County, California","51","18","8","25",
"1000000US060750156001003","Block 1003, Block Group 1, Census Tract 156, San Francisco County, California","38","1","14","23",
"1000000US060750156001004","Block 1004, Block Group 1, Census Tract 156, San Francisco County, California","45","0","8","37",
"1000000US060750156001005","Block 1005, Block Group 1, Census Tract 156, San Francisco County, California","43","12","0","31",
"1000000US060750156002000","Block 2000, Block Group 2, Census Tract 156, San Francisco County, California","48","0","18","30",
"1000000US060750156002001","Block 2001, Block Group 2, Census Tract 156, San Francisco County, California","117","49","0","68",
"1000000US060750156002002","Block 2002, Block Group 2, Census Tract 156, San Francisco County, California","71","17","0","54",
"1000000US060750156002003","Block 2003, Block Group 2, Census Tract 156, San Francisco County, California","42","0","1","41",
"1000000US060750156002004","Block 2004, Block Group 2, Census Tract 156, San Francisco County, California","181","8","39","134",
"1000000US060750156002005","Block 2005, Block Group 2, Census Tract 156, San Francisco County, California","115","4","0","111",
"1000000US060750156003000","Block 3000, Block Group 3, Census Tract 156, San Francisco County, California","237","29","29","179",
"1000000US060750156003001","Block 3001, Block Group 3, Census Tract 156, San Francisco County, California","38","38","0","0",
"1000000US060750156003002","Block 3002, Block Group 3, Census Tract 156, San Francisco County, California","22","3","19","0",
"1000000US060750156003003","Block 3003, Block Group 3, Census Tract 156, San Francisco County, California","83","0","0","83",
"1000000US060750156003004","Block 3004, Block Group 3, Census Tract 156, San Francisco County, California","110","40","7","63",
"1000000US060750156003005","Block 3005, Block Group 3, Census Tract 156, San Francisco County, California","48","7","17","24",
"1000000US060750157011000","Block 1000, Block Group 1, Census Tract 157.01, San Francisco County, California","95","0","12","83",
"1000000US060750157011001","Block 1001, Block Group 1, Census Tract 157.01, San Francisco County, California","72","0","1","71",
"1000000US060750157011002","Block 1002, Block Group 1, Census Tract 157.01, San Francisco County, California","92","4","0","88",
"1000000US060750157011003","Block 1003, Block Group 1, Census Tract 157.01, San Francisco County, California","47","20","9","18",
"1000000US060750157011004","Block 1004, Block Group 1, Census Tract 157.01, San Francisco County, California","17","7","10","0",
"1000000US060750157011005","Block 1005, Block Group 1, Census Tract 157.01, San Francisco County, California","37","24","0","13",
"1000000US060750157011006","Block 1006, Block Group 1, Census Tract 157.01, San Francisco County, California","58","37","0","21",
"1000000US060750157011007","Block 1007, Block Group 1, Census Tract 157.01, San Francisco County, California","0","0","0","0",
"1000000US060750157011008","Block 1008, Block Group 1, Census Tract 157.01, San Francisco County, California","33","17","0","16",
"1000000US060750157011009","Block 1009, Block Group 1, Census Tract 157.01, San Francisco County, California","5","0","0","5",
"1000000US060750157011010","Block 1010, Block Group 1, Census Tract 157.01, San Francisco County, California","0","0","0","0",
"1000000US060750157011011","Block 1011, Block Group 1, Census Tract 157.01, San Francisco County, California","27","8","1","18",
"1000000US060750157011012","Block 1012, Block Group 1, Census Tract 157.01, San Francisco County, California","75","9","0","66",
"1000000US060750157011013","Block 1013, Block Group 1, Census Tract 157.01, San Francisco County, California","81","12","0","69",
"1000000US060750157011014","Block 1014, Block Group 1, Census Tract 157.01, San Francisco County, California","64","25","8","31",
"1000000US060750157011015","Block 1015, Block Group 1, Census Tract 157.01, San Francisco County, California","44","9","13","22",
"1000000US060750157011016","Block 1016, Block Group 1, Census Tract 157.01, San Francisco County, California","32","0","32","0",
"1000000US060750157011017","Block 1017, Block Group 1, Census Tract 157.01, San Francisco County, California","26","1","0","25",
"1000000US060750157011018","Block 1018, Block Group 1, Census Tract 157.01, San Francisco County, California","32","10","0","22",
"1000000US060750157011019","Block 1019, Block Group 1, Census Tract 157.01, San Francisco County, California","52","0","8","44",
"1000000US060750157012000","Block 2000, Block Group 2, Census Tract 157.01, San Francisco County, California","0","0","0","0",
"1000000US060750157012001","Block 2001, Block Group 2, Census Tract 157.01, San Francisco County, California","0","0","0","0",
"1000000US060750157012002","Block 2002, Block Group 2, Census Tract 157.01, San Francisco County, California","33","7","0","26",
"1000000US060750157012003","Block 2003, Block Group 2, Census Tract 157.01, San Francisco County, California","52","8","4","40",
"1000000US060750157012004","Block 2004, Block Group 2, Census Tract 157.01, San Francisco County, California","20","0","0","20",
"1000000US060750157012005","Block 2005, Block Group 2, Census Tract 157.01, San Francisco County, California","195","29","21","145",
"1000000US060750157021000","Block 1000, Block Group 1, Census Tract 157.02, San Francisco County, California","0","0","0","0",
"1000000US060750157021001","Block 1001, Block Group 1, Census Tract 157.02, San Francisco County, California","0","0","0","0",
"1000000US060750157021002","Block 1002, Block Group 1, Census Tract 157.02, San Francisco County, California","127","1","0","126",
"1000000US060750157021003","Block 1003, Block Group 1, Census Tract 157.02, San Francisco County, California","49","10","36","3",
"1000000US060750157021004","Block 1004, Block Group 1, Census Tract 157.02, San Francisco County, California","45","0","0","45",
"1000000US060750157021005","Block 1005, Block Group 1, Census Tract 157.02, San Francisco County, California","35","35","0","0",
"1000000US060750157021006","Block 1006, Block Group 1, Census Tract 157.02, San Francisco County, California","67","36","0","31",
"1000000US060750157021007","Block 1007, Block Group 1, Census Tract 157.02, San Francisco County, California","44","20","18","6",
"1000000US060750157021008","Block 1008, Block Group 1, Census Tract 157.02, San Francisco County, California","53","0","15","38",
"1000000US060750157021009","Block 1009, Block Group 1, Census Tract 157.02, San Francisco County, California","0","0","0","0",
"1000000US060750157021010","Block 1010, Block Group 1, Census Tract 157.02, San Francisco County, California","0","0","0","0",
"1000000US060750157021011","Block 1011, Block Group 1, Census Tract 157.02, San Francisco County, California","20","2","0","18",
"1000000US060750157021012","Block 1012, Block Group 1, Census Tract 157.02, San Francisco County, California","50","6","0","44",
"1000000US060750157021013","Block 1013, Block Group 1, Census Tract 157.02, San Francisco County, California","32","0","0","32",
"1000000US060750157021014","Block 1014, Block Group 1, Census Tract 157.02, San Francisco County, California","49","2","9","38",
"1000000US060750157021015","Block 1015, Block Group 1, Census Tract 157.02, San Francisco County, California","97","0","0","97",
"1000000US060750157021016","Block 1016, Block Group 1, Census Tract 157.02, San Francisco County, California","90","28","0","62",
"1000000US060750157022000","Block 2000, Block Group 2, Census Tract 157.02, San Francisco County, California","111","29","8","74",
"1000000US060750157022001","Block 2001, Block Group 2, Census Tract 157.02, San Francisco County, California","95","10","0","85",
"1000000US060750157022002","Block 2002, Block Group 2, Census Tract 157.02, San Francisco County, California","99","26","0","73",
"1000000US060750157022003","Block 2003, Block Group 2, Census Tract 157.02, San Francisco County, California","155","91","22","42",
"1000000US060750157022004","Block 2004, Block Group 2, Census Tract 157.02, San Francisco County, California","86","14","0","72",
"1000000US060750157022005","Block 2005, Block Group 2, Census Tract 157.02, San Francisco County, California","83","21","1","61",
"1000000US060750157022006","Block 2006, Block Group 2, Census Tract 157.02, San Francisco County, California","19","2","17","0",
"1000000US060750157022007","Block 2007, Block Group 2, Census Tract 157.02, San Francisco County, California","48","0","0","48",
"1000000US060750158011000","Block 1000, Block Group 1, Census Tract 158.01, San Francisco County, California","0","0","0","0",
"1000000US060750158011001","Block 1001, Block Group 1, Census Tract 158.01, San Francisco County, California","96","72","22","2",
"1000000US060750158011002","Block 1002, Block Group 1, Census Tract 158.01, San Francisco County, California","114","0","0","114",
"1000000US060750158011003","Block 1003, Block Group 1, Census Tract 158.01, San Francisco County, California","9","0","6","3",
"1000000US060750158011004","Block 1004, Block Group 1, Census Tract 158.01, San Francisco County, California","0","0","0","0",
"1000000US060750158012000","Block 2000, Block Group 2, Census Tract 158.01, San Francisco County, California","130","28","0","102",
"1000000US060750158012001","Block 2001, Block Group 2, Census Tract 158.01, San Francisco County, California","63","16","21","26",
"1000000US060750158012002","Block 2002, Block Group 2, Census Tract 158.01, San Francisco County, California","43","6","3","34",
"1000000US060750158012003","Block 2003, Block Group 2, Census Tract 158.01, San Francisco County, California","121","63","0","58",
"1000000US060750158012004","Block 2004, Block Group 2, Census Tract 158.01, San Francisco County, California","0","0","0","0",
"1000000US060750158012005","Block 2005, Block Group 2, Census Tract 158.01, San Francisco County, California","0","0","0","0",
"1000000US060750158012006","Block 2006, Block Group 2, Census Tract 158.01, San Francisco County, California","80","19","9","52",
"1000000US060750158012007","Block 2007, Block Group 2, Census Tract 158.01, San Francisco County, California","116","10","0","106",
"1000000US060750158012008","Block 2008, Block Group 2, Census Tract 158.01, San Francisco County, California","30","20","0","10",
"1000000US060750158012009","Block 2009, Block Group 2, Census Tract 158.01, San Francisco County, California","52","0","7","45",
"1000000US060750158012010","Block 2010, Block Group 2, Census Tract 158.01, San Francisco County, California","127","39","2","86",
"1000000US060750158012011","Block 2011, Block Group 2, Census Tract 158.01, San Francisco County, California","86","0","0","86",
"1000000US060750158012012","Block 2012, Block Group 2, Census Tract 158.01, San Francisco County, California","33","12","0","21",
"1000000US060750158013000","Block 3000, Block Group 3, Census Tract 158.01, San Francisco County, California","109","0","0","109",
"1000000US060750158013001","Block 3001, Block Group 3, Census Tract 158.01, San Francisco County, California","105","0","0","105",
"1000000US060750158013002","Block 3002, Block Group 3, Census Tract 158.01, San Francisco County, California","81","3","0","78",
"1000000US060750158013003","Block 3003, Block Group 3, Census Tract 158.01, San Francisco County, California","119","34","0","85",
"1000000US060750158013004","Block 3004, Block Group 3, Census Tract 158.01, San Francisco County, California","130","27","0","103",
"1000000US060750158013005","Block 3005, Block Group 3, Census Tract 158.01, San Francisco County, California","114","15","11","88",
"1000000US060750158021000","Block 1000, Block Group 1, Census Tract 158.02, San Francisco County, California","115","18","0","97",
"1000000US060750158021001","Block 1001, Block Group 1, Census Tract 158.02, San Francisco County, California","44","19","0","25",
"1000000US060750158021002","Block 1002, Block Group 1, Census Tract 158.02, San Francisco County, California","169","0","11","158",
"1000000US060750158021003","Block 1003, Block Group 1, Census Tract 158.02, San Francisco County, California","106","34","0","72",
"1000000US060750158021004","Block 1004, Block Group 1, Census Tract 158.02, San Francisco County, California","136","18","2","116",
"1000000US060750158021005","Block 1005, Block Group 1, Census Tract 158.02, San Francisco County, California","165","34","7","124",
"1000000US060750158022000","Block 2000, Block Group 2, Census Tract 158.02, San Francisco County, California","85","5","0","80",
"1000000US060750158022001","Block 2001, Block Group 2, Census Tract 158.02, San Francisco County, California","22","7","15","0",
"1000000US060750158022002","Block 2002, Block Group 2, Census Tract 158.02, San Francisco County, California","36","10","0","26",
"1000000US060750158022003","Block 2003, Block Group 2, Census Tract 158.02, San Francisco County, California","119","0","0","119",
"1000000US060750158022004","Block 2004, Block Group 2, Census Tract 158.02, San Francisco County, California","24","0","0","24",
"1000000US060750158022005","Block 2005, Block Group 2, Census Tract 158.02, San Francisco County, California","40","4","0","36",
"1000000US060750158022006","Block 2006, Block Group 2, Census Tract 158.02, San Francisco County, California","83","6","0","77",
"1000000US060750158022007","Block 2007, Block Group 2, Census Tract 158.02, San Francisco County, California","60","34","0","26",
"1000000US060750158022008","Block 2008, Block Group 2, Census Tract 158.02, San Francisco County, California","225","21","5","199",
"1000000US060750158022009","Block 2009, Block Group 2, Census Tract 158.02, San Francisco County, California","83","13","9","61",
"1000000US060750158022010","Block 2010, Block Group 2, Census Tract 158.02, San Francisco County, California","59","23","0","36",
"1000000US060750159001000","Block 1000, Block Group 1, Census Tract 159, San Francisco County, California","0","0","0","0",
"1000000US060750159001001","Block 1001, Block Group 1, Census Tract 159, San Francisco County, California","72","58","14","0",
"1000000US060750159001002","Block 1002, Block Group 1, Census Tract 159, San Francisco County, California","133","60","35","38",
"1000000US060750159001003","Block 1003, Block Group 1, Census Tract 159, San Francisco County, California","333","12","26","295",
"1000000US060750159002000","Block 2000, Block Group 2, Census Tract 159, San Francisco County, California","113","57","47","9",
"1000000US060750159002001","Block 2001, Block Group 2, Census Tract 159, San Francisco County, California","84","33","30","21",
"1000000US060750159002002","Block 2002, Block Group 2, Census Tract 159, San Francisco County, California","67","39","16","12",
"1000000US060750159002003","Block 2003, Block Group 2, Census Tract 159, San Francisco County, California","67","33","17","17",
"1000000US060750159002004","Block 2004, Block Group 2, Census Tract 159, San Francisco County, California","11","6","0","5",
"1000000US060750159002005","Block 2005, Block Group 2, Census Tract 159, San Francisco County, California","73","0","4","69",
"1000000US060750159003000","Block 3000, Block Group 3, Census Tract 159, San Francisco County, California","650","0","3","647",
"1000000US060750159004000","Block 4000, Block Group 4, Census Tract 159, San Francisco County, California","0","0","0","0",
"1000000US060750159004001","Block 4001, Block Group 4, Census Tract 159, San Francisco County, California","180","0","0","180",
"1000000US060750159004002","Block 4002, Block Group 4, Census Tract 159, San Francisco County, California","142","14","4","124",
"1000000US060750159004003","Block 4003, Block Group 4, Census Tract 159, San Francisco County, California","0","0","0","0",
"1000000US060750159004004","Block 4004, Block Group 4, Census Tract 159, San Francisco County, California","203","36","16","151",
"1000000US060750160001000","Block 1000, Block Group 1, Census Tract 160, San Francisco County, California","325","52","18","255",
"1000000US060750160001001","Block 1001, Block Group 1, Census Tract 160, San Francisco County, California","0","0","0","0",
"1000000US060750160001002","Block 1002, Block Group 1, Census Tract 160, San Francisco County, California","54","0","0","54",
"1000000US060750160001003","Block 1003, Block Group 1, Census Tract 160, San Francisco County, California","109","2","2","105",
"1000000US060750160001004","Block 1004, Block Group 1, Census Tract 160, San Francisco County, California","2","0","0","2",
"1000000US060750160001005","Block 1005, Block Group 1, Census Tract 160, San Francisco County, California","184","19","4","161",
"1000000US060750160001006","Block 1006, Block Group 1, Census Tract 160, San Francisco County, California","0","0","0","0",
"1000000US060750160001007","Block 1007, Block Group 1, Census Tract 160, San Francisco County, California","148","26","1","121",
"1000000US060750160002000","Block 2000, Block Group 2, Census Tract 160, San Francisco County, California","79","0","8","71",
"1000000US060750160002001","Block 2001, Block Group 2, Census Tract 160, San Francisco County, California","40","5","6","29",
"1000000US060750160002002","Block 2002, Block Group 2, Census Tract 160, San Francisco County, California","77","11","0","66",
"1000000US060750160002003","Block 2003, Block Group 2, Census Tract 160, San Francisco County, California","37","6","8","23",
"1000000US060750160002004","Block 2004, Block Group 2, Census Tract 160, San Francisco County, California","88","11","0","77",
"1000000US060750160002005","Block 2005, Block Group 2, Census Tract 160, San Francisco County, California","94","0","0","94",
"1000000US060750160002006","Block 2006, Block Group 2, Census Tract 160, San Francisco County, California","388","140","83","165",
"1000000US060750160002007","Block 2007, Block Group 2, Census Tract 160, San Francisco County, California","69","0","0","69",
"1000000US060750161011000","Block 1000, Block Group 1, Census Tract 161.01, San Francisco County, California","189","0","0","189",
"1000000US060750161011001","Block 1001, Block Group 1, Census Tract 161.01, San Francisco County, California","434","0","0","434",
"1000000US060750161011002","Block 1002, Block Group 1, Census Tract 161.01, San Francisco County, California","60","0","0","60",
"1000000US060750161011003","Block 1003, Block Group 1, Census Tract 161.01, San Francisco County, California","64","12","0","52",
"1000000US060750161011004","Block 1004, Block Group 1, Census Tract 161.01, San Francisco County, California","70","5","10","55",
"1000000US060750161011005","Block 1005, Block Group 1, Census Tract 161.01, San Francisco County, California","114","67","4","43",
"1000000US060750161012000","Block 2000, Block Group 2, Census Tract 161.01, San Francisco County, California","288","10","0","278",
"1000000US060750161012001","Block 2001, Block Group 2, Census Tract 161.01, San Francisco County, California","315","20","0","295",
"1000000US060750161012002","Block 2002, Block Group 2, Census Tract 161.01, San Francisco County, California","93","0","4","89",
"1000000US060750161012003","Block 2003, Block Group 2, Census Tract 161.01, San Francisco County, California","28","15","0","13",
"1000000US060750161021000","Block 1000, Block Group 1, Census Tract 161.02, San Francisco County, California","1","0","1","0",
"1000000US060750161021001","Block 1001, Block Group 1, Census Tract 161.02, San Francisco County, California","0","0","0","0",
"1000000US060750161021002","Block 1002, Block Group 1, Census Tract 161.02, San Francisco County, California","163","11","1","151",
"1000000US060750161021003","Block 1003, Block Group 1, Census Tract 161.02, San Francisco County, California","194","20","16","158",
"1000000US060750161022000","Block 2000, Block Group 2, Census Tract 161.02, San Francisco County, California","49","0","0","49",
"1000000US060750161022001","Block 2001, Block Group 2, Census Tract 161.02, San Francisco County, California","166","0","2","164",
"1000000US060750161022002","Block 2002, Block Group 2, Census Tract 161.02, San Francisco County, California","377","0","0","377",
"1000000US060750161022003","Block 2003, Block Group 2, Census Tract 161.02, San Francisco County, California","111","8","0","103",
"1000000US060750161022004","Block 2004, Block Group 2, Census Tract 161.02, San Francisco County, California","65","0","0","65",
"1000000US060750161022005","Block 2005, Block Group 2, Census Tract 161.02, San Francisco County, California","91","0","0","91",
"1000000US060750162001000","Block 1000, Block Group 1, Census Tract 162, San Francisco County, California","0","0","0","0",
"1000000US060750162001001","Block 1001, Block Group 1, Census Tract 162, San Francisco County, California","91","16","0","75",
"1000000US060750162001002","Block 1002, Block Group 1, Census Tract 162, San Francisco County, California","205","0","19","186",
"1000000US060750162001003","Block 1003, Block Group 1, Census Tract 162, San Francisco County, California","165","72","0","93",
"1000000US060750162001004","Block 1004, Block Group 1, Census Tract 162, San Francisco County, California","67","14","4","49",
"1000000US060750162001005","Block 1005, Block Group 1, Census Tract 162, San Francisco County, California","51","6","0","45",
"1000000US060750162001006","Block 1006, Block Group 1, Census Tract 162, San Francisco County, California","0","0","0","0",
"1000000US060750162001007","Block 1007, Block Group 1, Census Tract 162, San Francisco County, California","104","23","2","79",
"1000000US060750162001008","Block 1008, Block Group 1, Census Tract 162, San Francisco County, California","92","20","3","69",
"1000000US060750162002000","Block 2000, Block Group 2, Census Tract 162, San Francisco County, California","0","0","0","0",
"1000000US060750162002001","Block 2001, Block Group 2, Census Tract 162, San Francisco County, California","71","8","0","63",
"1000000US060750162002002","Block 2002, Block Group 2, Census Tract 162, San Francisco County, California","30","0","0","30",
"1000000US060750162002003","Block 2003, Block Group 2, Census Tract 162, San Francisco County, California","24","24","0","0",
"1000000US060750162002004","Block 2004, Block Group 2, Census Tract 162, San Francisco County, California","86","0","0","86",
"1000000US060750162002005","Block 2005, Block Group 2, Census Tract 162, San Francisco County, California","87","0","0","87",
"1000000US060750162002006","Block 2006, Block Group 2, Census Tract 162, San Francisco County, California","126","14","0","112",
"1000000US060750162002007","Block 2007, Block Group 2, Census Tract 162, San Francisco County, California","2","2","0","0",
"1000000US060750162002008","Block 2008, Block Group 2, Census Tract 162, San Francisco County, California","0","0","0","0",
"1000000US060750162002009","Block 2009, Block Group 2, Census Tract 162, San Francisco County, California","100","0","5","95",
"1000000US060750162002010","Block 2010, Block Group 2, Census Tract 162, San Francisco County, California","41","0","0","41",
"1000000US060750162003000","Block 3000, Block Group 3, Census Tract 162, San Francisco County, California","20","12","8","0",
"1000000US060750162003001","Block 3001, Block Group 3, Census Tract 162, San Francisco County, California","137","5","0","132",
"1000000US060750162003002","Block 3002, Block Group 3, Census Tract 162, San Francisco County, California","68","15","0","53",
"1000000US060750162003003","Block 3003, Block Group 3, Census Tract 162, San Francisco County, California","91","0","0","91",
"1000000US060750162003004","Block 3004, Block Group 3, Census Tract 162, San Francisco County, California","63","0","0","63",
"1000000US060750162003005","Block 3005, Block Group 3, Census Tract 162, San Francisco County, California","102","0","0","102",
"1000000US060750162003006","Block 3006, Block Group 3, Census Tract 162, San Francisco County, California","322","22","0","300",
"1000000US060750163001000","Block 1000, Block Group 1, Census Tract 163, San Francisco County, California","196","0","0","196",
"1000000US060750163001001","Block 1001, Block Group 1, Census Tract 163, San Francisco County, California","45","0","0","45",
"1000000US060750163001002","Block 1002, Block Group 1, Census Tract 163, San Francisco County, California","58","2","0","56",
"1000000US060750163001003","Block 1003, Block Group 1, Census Tract 163, San Francisco County, California","48","22","2","24",
"1000000US060750163001004","Block 1004, Block Group 1, Census Tract 163, San Francisco County, California","66","0","0","66",
"1000000US060750163002000","Block 2000, Block Group 2, Census Tract 163, San Francisco County, California","35","1","0","34",
"1000000US060750163002001","Block 2001, Block Group 2, Census Tract 163, San Francisco County, California","63","0","0","63",
"1000000US060750163002002","Block 2002, Block Group 2, Census Tract 163, San Francisco County, California","82","17","0","65",
"1000000US060750163002003","Block 2003, Block Group 2, Census Tract 163, San Francisco County, California","107","0","0","107",
"1000000US060750163002004","Block 2004, Block Group 2, Census Tract 163, San Francisco County, California","59","31","0","28",
"1000000US060750163002005","Block 2005, Block Group 2, Census Tract 163, San Francisco County, California","67","17","0","50",
"1000000US060750163002006","Block 2006, Block Group 2, Census Tract 163, San Francisco County, California","73","13","12","48",
"1000000US060750163002007","Block 2007, Block Group 2, Census Tract 163, San Francisco County, California","89","10","6","73",
"1000000US060750163003000","Block 3000, Block Group 3, Census Tract 163, San Francisco County, California","84","15","24","45",
"1000000US060750163003001","Block 3001, Block Group 3, Census Tract 163, San Francisco County, California","201","51","3","147",
"1000000US060750163003002","Block 3002, Block Group 3, Census Tract 163, San Francisco County, California","130","12","2","116",
"1000000US060750163003003","Block 3003, Block Group 3, Census Tract 163, San Francisco County, California","135","0","0","135",
"1000000US060750163004000","Block 4000, Block Group 4, Census Tract 163, San Francisco County, California","124","0","10","114",
"1000000US060750163004001","Block 4001, Block Group 4, Census Tract 163, San Francisco County, California","95","16","0","79",
"1000000US060750163004002","Block 4002, Block Group 4, Census Tract 163, San Francisco County, California","115","72","2","41",
"1000000US060750163004003","Block 4003, Block Group 4, Census Tract 163, San Francisco County, California","121","12","1","108",
"1000000US060750164001000","Block 1000, Block Group 1, Census Tract 164, San Francisco County, California","95","20","23","52",
"1000000US060750164001001","Block 1001, Block Group 1, Census Tract 164, San Francisco County, California","106","29","0","77",
"1000000US060750164001002","Block 1002, Block Group 1, Census Tract 164, San Francisco County, California","111","4","6","101",
"1000000US060750164001003","Block 1003, Block Group 1, Census Tract 164, San Francisco County, California","124","17","16","91",
"1000000US060750164001004","Block 1004, Block Group 1, Census Tract 164, San Francisco County, California","139","39","0","100",
"1000000US060750164001005","Block 1005, Block Group 1, Census Tract 164, San Francisco County, California","114","25","0","89",
"1000000US060750164001006","Block 1006, Block Group 1, Census Tract 164, San Francisco County, California","12","3","3","6",
"1000000US060750164001007","Block 1007, Block Group 1, Census Tract 164, San Francisco County, California","75","43","0","32",
"1000000US060750164002000","Block 2000, Block Group 2, Census Tract 164, San Francisco County, California","150","12","1","137",
"1000000US060750164002001","Block 2001, Block Group 2, Census Tract 164, San Francisco County, California","0","0","0","0",
"1000000US060750164002002","Block 2002, Block Group 2, Census Tract 164, San Francisco County, California","0","0","0","0",
"1000000US060750164002003","Block 2003, Block Group 2, Census Tract 164, San Francisco County, California","179","5","8","166",
"1000000US060750164002004","Block 2004, Block Group 2, Census Tract 164, San Francisco County, California","108","7","4","97",
"1000000US060750164002005","Block 2005, Block Group 2, Census Tract 164, San Francisco County, California","66","23","0","43",
"1000000US060750164003000","Block 3000, Block Group 3, Census Tract 164, San Francisco County, California","0","0","0","0",
"1000000US060750164003001","Block 3001, Block Group 3, Census Tract 164, San Francisco County, California","216","0","4","212",
"1000000US060750164003002","Block 3002, Block Group 3, Census Tract 164, San Francisco County, California","29","6","0","23",
"1000000US060750164003003","Block 3003, Block Group 3, Census Tract 164, San Francisco County, California","169","0","1","168",
"1000000US060750164003004","Block 3004, Block Group 3, Census Tract 164, San Francisco County, California","161","36","0","125",
"1000000US060750165001000","Block 1000, Block Group 1, Census Tract 165, San Francisco County, California","77","18","0","59",
"1000000US060750165001001","Block 1001, Block Group 1, Census Tract 165, San Francisco County, California","132","2","17","113",
"1000000US060750165001002","Block 1002, Block Group 1, Census Tract 165, San Francisco County, California","90","2","6","82",
